S.No,text,Label
308,Dil raju mari ekkuva chestunnadu... no one can name like pspk...,hate
309,కలం పట్టిన ప్రతీ వాడు శ్రీ శ్రీ కాలేడు హీరో అయిన ప్రతీ వాడు Power Star కాలేడు ,non-hate
310,"Don't compare it with powerstar, veedi laga chetha character lu, chillar gadi character lu cheyadu ma Power star, vaadu thaginchukunte manchidhi",hate
311,Power star antha scene ledu,hate
312,King of over acting  Anna ki best over actor award always goes to vijay konda babu ,hate
313,Comparing every single bok gadu with Pawan Kalyan,hate
314,Powar star okkade adhi pawan kalyan inka yavaru leru,non-hate
315,Yenta mandhi stars vunna PAWAN KALYAN YE  POWER STAR,non-hate
316,అనిల్ రావపూడి గారు చాలా బాగా చేశారు,non-hate
317,ఆడియో ఫంక్షన్ సూపర్ కామెడీ సూపర్ సూపర్ సూపర్,non-hate
318,Venky sir ki assalu ego anedi leneledhu sir ur super man,non-hate
319,సూపర్ అండీ ఆదిగారు.. చాలా బాగా చెప్పారు.. మీలా ప్రతి సెలబ్రిటీ ఆలోచించాలి..,non-hate
320,ADHI....మతాల మద్య చిచ్చు పెట్టే ఎదవల ను..వాల్లు నమ్మిన దేవుడు కూడా క్షమించడు...జైహింద్...జై శ్రీరాం,hate
321,బ్రదర్ మాకు ఇప్పటివరకు శివాజీ మహారాజు  తెలుసు ఆయన ఒక కుమారుని గురించి మాకు ఎలాంటి విషయాలు తెలియవు మీరు తప్పక వీడియో ‍‌‌చేయండి👍,hate
322,మాస్టర్ గారు ఇది ఇంటర్వ్యూ లా లేదు ఇంటరాగేషన్ లా ఉంది సూపర్ ,non-hate
323,కొట్టకుండా ఇంతసేపు మాట్లాడిన యాంకర్ కి నమస్కారాలు... చూసిన మనకి పిచ్చి  పరాకాష్ట ,hate
324,శివ అన్న నువు నవ్వుతూ నరకం చూపించే వాడివి అన్న... నీ ఇంటర్వ్యూ కి వచ్చే వాళ్లకి,hate
325,నా లైఫ్ మొత్తం లో  ఫార్వర్డ్ చేయకుండా చుసిన వీడియో super interview shiva bhayya,non-hate
326,baga chepparu nani anna meru correct,non-hate
327,nani anna meru great,non-hate
328,andukokune vaalu laga vunnaru meru natho comparision na,hate
329,kallu pathukoni sanka kannidhi meru,hate
330,jr ntr chala vinayam ga vuntaru,non-hate
331,కుత్త పగులుద్ది ఎవడైనా(any party/any other fans) ఎన్టీఆర్ అన్న ని తక్కువ చేసి మాట్లాడితే,non-hate
332,దేవుడు ఈ మనిషిని ఈ లోకంలో కి పంపేటప్పుడు నిజం మాట్లాడాలి అనే ఆప్షన్ Disable చేసి పంపి వుంటాడు,non-hate
333,యాంకర్ గారు అసలు మీకు దండం పెట్టాలండి బాబు మీ ఓపిక ఏంటండీ ,non-hate
334,He is genuine person అందుకే లోకల్ చిల్లర నాయకులు అంతా కలిసి వాడిని టార్గెట్ చేశారు,non-hate
335,కేతిరెడ్డి గారు మీరు తిరగడం తప్ప ప్రభుత్వం నుండి నిధులు ఏమైనా తెస్తున్నారా.,hate
336,Rai అతను ఉద్యోగం correct గా చేస్తున్నాడు ఎందుకు ర నాయకులు అందురు కలిసి నిందలు వేస్తారు... నిజాయితీ పని చేస్తే ఎవరికీ నచ్చదు..ఛీ,hate
337,RIP Ap Politicians ....అంత మంది ఒక్కడిని టార్గెట్ చేశారు అంటే వాడు ఖచ్చితంగా వాడి డ్యూటీ చేస్తూ ఉండి ఉంటాడు....,hate
338,Mādi telaṅgāṇa rāṣṭraṁ sār.... Kānī rājakīya nāyakulalō mīraṇṭē entō gauravaṁ........,non-hate
339,Andarilo niladhiyadam. Sari ayina paddathi kadhu. Every one has self respect. He is also citizen ok.,non-hate
340,Sir M L A Garu Prajala Vadaku Meru Vachi ChalaBaga Matladinaru Sir Bat All M L As Nidarsanam. Very good Sir M L A Garu...,non-hate
341,Seemasimham ante ila undali great MLA gaaru Dharmavaram prajalu adhrushtavanthulu.,non-hate
342,Nayakudu ela undali God bless you sir,non-hate
343,"Sarpanchulu, corporator lu kadhu vallu lakshalu kottlu nokkeseki. Volunteers, respect ivvatam nerchukondi MLA",hate
344,"పాపం అతన్ని చూస్తే చాల జాలి వేస్తుంది అందరు  కలిసి ఇలా ఇరికించేసి వీడియో తీసి సోషల్ మీడియాలో పెట్టడం ఎంతవరకు కరెక్ట్..
ఎమ్మెల్యే కేతిరెడ్డి గారు మీరు హయ్యర్ ఆపీసర్ లని ఇలా ప్రశ్నించి వీడియో పెట్టండి.
ఇలాంటి చిన్న ఉద్యోగుల ని ఇబ్బందులు పెట్టి, మానసికంగ వాళ్లని హింసించకండి.",hate
345,"Volunteer chesedhi seva.. Praja seva oka rakamga... Adhi emi govt job kadhu, choppinavanni thala upu kunta cheyani ki. Time paduthundi andhariki anni chusukoni, vallaku help cheyali ante. Volunteer anevaru help chese vallu, society ki, andhukani help chepinchukondi anni Musukoni.. Pani kadhu chepinchukovalsindi.",hate
346,ఈ చిల్లర గుంపులో ఈ ఎంటెక్ బాబు ను అవమానిస్తే అందరికి పెన్షన్ వచ్చినట్టు M L A బిల్డప్ ఇచ్చి షేహాబాష్ అనుకొంటారని భ్రమ ఎంటెక్ చేసినోడు ఈ జాబ్ ఎందుకు ఇంకా కూలి చేసుకోమంటారు ఈ ఎమ్మెల్యే ఇంతేగా వీళ్ళు చేసేది ఖర్మ. హైదరాబాద్ లో జాబ్ చూసుకో గడ్డం బాబు,hate
347,Ilanti MLA Anni niyojaka vargallo enduku leru!!!,non-hate
348,అన్నయ్య పేరు వింటే గూస్ బమ్స్ వస్తాయ్,non-hate
349,Rgv tho vaka interview plan chesthunava nuvu kuda,non-hate
350,Idi Edo reel kabhatti sari poindhi lekha pothe aadhi anna deenikhi kuda eadoka setair veseavadu Mee midha,non-hate
351,Mana nāyakulu eppuḍu cinna vāḷḷa mīda pratāpaṁ cūpistāru..... Phasṭ pōyi rōḍlu vēyaṇḍi nīṭ gā....,hate
352,"మీకు చపడం ఈజీ అక్కడ అనుభవించే వాలకు తెలుస్తాధి....  అక్కడ 14 అంతే మా వూరిలో బస్ లో 198,146,114 ఇలా పోతున్నాం..",hate
353,Mundhu RTC Buses lo students entha ibbandhi padivelthunnaru chudandii valla hanging conditions you have to notice everything,hate
354,"Thumbnail marchuko bro ayana CI,SI kaadhu me veiws kosam edhanna pedtharu",hate
355,"Auto vallu, volunteer meda kadu . 1st roads drainage etc choodu",hate
356,Nuvvu king mawa,non-hate
357,ముందు అరెస్ట్ చేయండి.. మీడియా ముద్దు తీసుకురండి రా...,hate
358,బానిస కట్టప్పలు బయటకి వచ్చారు..ఇక జగన్ కి భజన చెయ్యడానికి..,hate
359,నువ్వు ఏమి పని మీద వచ్చావు నువ్వు ఏది matlduthunvu ముందు mlc ni arest చెయ్యండి,hate
360,Inthavaraku Oka ysrcp mla velli Subrahmanyam family ni kalisi matladaledu miru em sc minister ra miru em Cm thu,hate
361,Rey me self dabba apandi ra babu …. Elane late chesi janali yadavalni chestunnaru… mundu arrest cheyandi,hate
362,ముందు arrest చెయ్యండి. వాడు షికారు చేస్తున్నాడు. వాడు ఎందుకు మీడియా ముందుకు రాలేదు.,hate
363,Ore ni veshalu api pani chusko,hate
364,Me Bathukulu yenduku ra,hate
365,పేద బిడ్డల కోసం చేస్తున్న మీరు చేస్తున్న కృషి అభనందనీయం.,non-hate
366,hmtv ki koncham ina siggu unte..Title sakkaga petandhi first ..chepindhi okati ithe mi Title inkolla undhi ,hate
367,Mallanna fighting for every thing which is relevant to trurth,non-hate
368,Anchor ki questions adagatam reledhu ......,hate
369,Madam meeru good questions aduguthunnaru,non-hate
370,Thumbnail Chetha ga undi,hate
371,తెలంగాణ రాష్ట్రం త్వరలోనే శ్రీలంక   దేశానికి వచ్చిన  ఆర్థికమాంద్యం  కరువు కాటకాలు రాబోతున్నాయి ప్రజలందరూ  అనుభవించడానికి సిద్ధంగా ఉండాలి Rip TRS government   సీఎం కేసిఆర్ కి నివాళిలు  అర్పించాలి😭😭,hate
372,ANJI MAMA AND SATHI ANNA COMBINATION ADHIRINDI,non-hate
373,Jyosham kana nenu ni mida penchukuna prema goppadi Super ,non-hate
374,సార్ పాల్ గారు చాలా మంచి వ్యక్తి పదిమందికి మంచి చేసే వ్యక్తి సార్,non-hate
375,"సర్ అప్పుడప్పుడూ ఇతని ఇంటర్వ్యూ తీసుకోండి సర్,ఫుల్ ఎంటర్త్సైన్మెంట్ సర్,బాగా నవ్వుకోవచ్చు.....",non-hate
376,"పతనాన్ని కోరి తెచ్చుకోలేదు , ఎవరు ఏమి చేయలేదు  .. అంత ఆ  దేవుని కృప... ప్రభు ఆశీర్వాదం .",non-hate
377,ఇన్ని రోజులు ఏదో మూలాన సందేహం ఉండే పాల్ గారు పిచ్చోడా అని కానీ ఇప్పుడు కన్ఫర్మ్ అయింది నాకు ,hate
378,botsa oka pichodu,hate
379,ఎంత నవ్వు వచ్చిందో .  సూపర్ స్పీచ్ అన్న.,non-hate
380,Its NTR revolution  prapan̄ca sini caritralō  naṭane ūpiri gā  jīvistunna  goppa vyakti  mā anna tārakarāmuḍu ,non-hate
381,"ఈ సాంగ్ ఎంత మందికి మళ్ళీ మళ్ళీ వినాలనిపిస్తుంది..ప్రభాస్, పుాజా హెగ్దే.. Love Scenes really Awesome.. Cuteness Overload ",non-hate
382,మైండ్ లో నుంచి పోవట్లేదు.. గట్టిగా చెప్పాలంటే ఆ అమ్మాయి కి take a  bow .take my respect to the entire radheyshyam team ,non-hate
383,"ఈపాట ఎంత బాగుందో...ట్రైన్ సీన్లో క్లైమాక్స్ లో దీని BGm ఇంకా బాగుంది ప్రభాకరన్ గారు, తమన్ గారు",non-hate
384,Manchi  pani chesaru ,non-hate
385,Em parva ledu e Narayana college valla entho Mandi pillalu chanipoyhunaru,hate
386,"Emumdi le Narayana swamy... Court karchulu, lawyers karchulu...etc anni NEXT YEAR FEES PENCHI, VASULU CHESUKOVACHU...  ANTHE GA.. PILLALA USURU TAGILINDI.",hate
387,Exams lo vundey vallani invigilators antaru adi kuda teleedhu Veeedu minister chesadu.... karmara babu chi.... Thuppas na kodaka,hate
388,Chepadaniku siggu ledu ra neeku,hate
389,sajjanar sir meru great . meru cheshindhi chaala manchi pani,non-hate
390,No one can write meaningful songs like you sir..me you sir ... Om Shanti ....,non-hate
391,"Rip sir..మీరు మమ్మల్ని విడిచి వెళ్ళినా,,మీ పాటల రూపంలో  మా హృదయంలో ఎప్పుడు జీవిస్తునీ వుంటారు",non-hate
392,మీలాంటి అర్థవంతమైన పాటలు ఎవరు కూడా రాయలేరు సార్..మీ యు సార్... ఓం శాంతి....,non-hate
393,"Miss you balu garu,, మీ పాట విన్నప్పుడల్లా మనసు చాలా ప్రశాంతంగా ఉంటది.",non-hate
394,Malli siggu Lekunda noob account eskoni vachesava,hate
395,vachanu anuko gudda paligipodhi,hate
396,"No.1లంజే, శ్రీరెడ్డి చెల్లి",hate
397,After long tym kadupubba navvanu..tnx paithyamaawa,non-hate
398,ఈ  20 20 సంవత్సరంలో ఒక్క పి ఎం సీఎం ఎమ్మెల్యే గార్లు ఎవరు ఎన్నడు  చేయని సహాయాలని ఒకే ఒక్క ఆ దేవుడు సోనుసూద్ సార్  గారు ఆపదలో ఉన్న ప్రజల అందరిని కాపాడుకుంటూ వచ్చిన ఒకే ఒక్క రియల్ హీరో దేవుడు సోనుసూద్ సార్,non-hate
